Category,Sub Category,Product,Description,Price,Product Image,Product Url,Configuration
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G240L8,"MacBook Pro Core 2 Duo 2.4Ghz 15"" SupDrv (UB; L08) A1286 MB470[POC2P5G240L8]","MacBook Pro with Intel Core 2 Duo (P8600) @ 2.4Ghz;15.4in LED-backlit glossy widescreen display;2Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Dual graphics processors -- a NVIDIA GeForce 9600M GT graphics card w/256MB of dedicated DDR3 SDRAM and a NVIDIA GeForce 9400M w/256MB of DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical analog audio input/audio line in, combined optical analog audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x ExpressCard/34 slot;1x Mini DisplayPort with support for DVI, VGA, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1286, MB470;Apple description: MacBook Pro (15-inch, Late 2008) [codename Penryn];Introduced: October 2008;Discontinued: June 2009",$785.00,http://www.applebits.net/images/products/po/c2/poc2mbpu15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=514&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G250E8,"MacBook Pro Core 2 Duo 2.5Ghz 15"" SupDrv (E08) A1260 MB134[POC2P5G250E8]","MacBook Pro with Intel Core 2 Duo (T9300) processor @ 2.5Ghz;15.4in TFT LED backlit widescreen display (matte or glossy);2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 8600M GT with 512MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1260, MB134;Apple description: MacBook Pro (15-inch Early 2008) [codename Penryn];Introduced: February 2008;Discontinued: October 2008",$725.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=498&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G266L8,"MacBook Pro Core 2 Duo 2.66Ghz 15"" SupDrv (UB; L08) A1286 MC026[POC2P5G266L8]","MacBook Pro with Intel Core 2 Duo (T9550) @ 2.66Ghz;15.4in LED-backlit glossy widescreen display;4Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;320Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Dual graphics processors -- a NVIDIA GeForce 9600M GT graphics card w/512MB of dedicated DDR3 SDRAM and a NVIDIA GeForce 9400M w/256MB of DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical analog audio input/audio line in, combined optical analog audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x ExpressCard/34 slot;1x Mini DisplayPort with support for DVI, VGA, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1286, MC026;Apple description: MacBook Pro (15-inch, Late 2008) [codename Penryn];Introduced: March 2009;Discontinued: June 2009",$945.00,http://www.applebits.net/images/products/po/c2/poc2mbpu15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=527&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G280L8,"MacBook Pro Core 2 Duo 2.8Ghz 15"" SupDrv (UB; L08) A1286 MB471[POC2P5G280L8]","MacBook Pro with Intel Core 2 Duo (T9600) processor @ 2.8Ghz;15.4in LED-backlit glossy widescreen display;4Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;320Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Dual graphics processors -- a NVIDIA GeForce 9600M GT graphics card w/512MB of dedicated DDR3 SDRAM and a NVIDIA GeForce 9400M w/256MB of DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical analog audio input/audio line in, combined optical analog audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x ExpressCard/34 slot;1x Mini DisplayPort with support for DVI, VGA, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1286, MB471;Apple description: MacBook Pro (15-inch, Late 2008) [codename Penryn];Introduced: October 2008;Discontinued: March 2009","$1,045.00",http://www.applebits.net/images/products/po/c2/poc2mbpu15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=543&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G306M9,"MacBook Pro Core 2 Duo 3.06Ghz 15"" SupDrv (UB; M09) A1286 BTO[POC2P5G306M9]","MacBook Pro with Intel Core 2 Duo (T9900) @ 3.06Ghz;15.4in LED-backlit glossy widescreen display;4Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;500Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR3 SDRAM shared with main memory and NVIDIA GeForce 9600M GT graphics card w/512MB DDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical analog audio input/audio line in, combined optical analog audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x Secure Digital (SD) slot;1x Mini DisplayPort with support for DVI, VGA, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Built-in lithium-polymer battery;Model identifier: MacBookPro5,3;Apple model: A1286, BTO;Apple description: MacBook Pro (15-inch, Mid 2009) [codename Penryn];Introduced: June 2009;Discontinued: April 2010","$1,195.00",http://www.applebits.net/images/products/po/c2/poc2mbpu15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=690&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POCDP5G183SD,"MacBook Pro Core Duo 1.83Ghz 15"" SupDrv A1150 MA463[POCDP5G183SD]","MacBook Pro with Intel Core Duo (T2400) processor @ 1.83Ghz;15.4in TFT backlit widescreen display (matte or glossy);1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;80Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 128MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI, VGA, Composite and S-video (requires adapter);1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1175, MA463;Apple description: MacBook Pro [codename Yonah];Introduced: January 2006;Discontinued: May 2006",$395.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=516&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POCDP5G216SD,"MacBook Pro Core Duo 2.16Ghz 15"" SupDrv A1175 MA601[POCDP5G216SD]","MacBook Pro with Intel Core Duo (T2600) processor @ 2.16Ghz;15.4in TFT backlit widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;100Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI, VGA, Composite and S-video (requires adapter);1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1150, MA601;Apple description: MacBook Pro [codename Yonah];Introduced: January 2006;Discontinued: October 2006",$525.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=390&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo17;;POCDP7G233C2,"MacBook Pro C2D 2.33Ghz 17"" SupDrv (C2D) A1212 MA611[POCDP7G233C2]","MacBook Pro with Intel Core 2 Duo (T7600) @ 2.33Ghz;17in TFT backlit widescreen display (matte or glossy);1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;3x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1212, MA611;Apple description: MacBook Pro (17-inch Core 2 Duo) [codename Merom];Introduced: October 2006;Discontinued: June 2007",$675.00,http://www.applebits.net/images/products/po/cd/pocdmbp17.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_52&products_id=343&osCsid=u2kusgc5rhj22ll3pkq88anc04,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo17;;POC2P7G250E8,"MacBook Pro C2D 2.5Ghz 17"" SupDrv (E08) A1261 MB166 RRP $1045[POC2P7G250E8]","MacBook Pro with Intel Core 2 Duo (T9300) @ 2.5Ghz (1x processor; 2x cores);17"" TFT backlit widescreen display (matte or glossy);2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 8600M GT with 512MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;3x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1261 (EMC 2199), MB166 (MacBookPro4,1);Apple description: MacBook Pro (17-inch Early 2008) [codename Penryn];Introduced: February 2008;Discontinued: October 2008",$756.00,http://www.applebits.net/images/products/po/cd/pocdmbp17.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_52&products_id=525&osCsid=u2kusgc5rhj22ll3pkq88anc04,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo17;;POC2P7G260M7,"MacBook Pro C2D 2.6Ghz 17"" SupDrv (M07) A1229 MA897[POC2P7G260M7]","MacBook Pro with Intel Core 2 Duo (T7800) @ 2.6Ghz;17in TFT backlit widescreen display (matte or glossy);4Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 8600M GT with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;3x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1229, MA897;Apple description: MacBook Pro (17-inch Mid/Late 2007, 2.4Ghz, CTO) [codename Merom];Introduced: June 2007;Discontinued: February 2008",$875.00,http://www.applebits.net/images/products/po/cd/pocdmbp17.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_52&products_id=505&osCsid=u2kusgc5rhj22ll3pkq88anc04,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo17;;POCDP7G216SD,"MacBook Pro CD 2.16Ghz 17"" SupDrv A1151 MA092[POCDP7G216SD]","MacBook Pro with Intel Core Duo (T2600) @ 2.16Ghz;17in TFT backlit widescreen display (matte or glossy);1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;100Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;3x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1151, MA092;Apple description: MacBook Pro (17-inch) [codename Yonah];Introduced: April 2006;Discontinued: October 2006",$575.00,http://www.applebits.net/images/products/po/cd/pocdmbp17.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_52&products_id=266&osCsid=u2kusgc5rhj22ll3pkq88anc04,
Portables/Notebooks,Portables/Notebooks;MacBookProCore2Duo13;;POC2P3G226M9,"MacBook Pro Core 2 Duo 2.26Ghz 13"" SupDrv (M09) A1278 MB990[POC2P3G226M9]","MacBook Pro with Intel Core 2 Duo (P7550) @ 2.26Ghz;13.3in TFT glossy widescreen display;2Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x Secure Digital (SD) slot;1x Mini DisplayPort output port with support for VGA, DVI, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1278, MB990;Apple description: MacBook Pro (13-inch Mid 2009) [codename Penryn];Introduced: June 2009;Discontinued: April 2010",$775.00,http://www.applebits.net/images/products/po/c2/poc2mbpu13.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_121&products_id=485&osCsid=srou1n9u6u93fv2pg7p2rj2tb4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore2Duo13;;POC2P3G240M0,"MacBook Pro Core 2 Duo 2.4Ghz 13"" (M10) A1278 MC374[POC2P3G240M0]","MacBook Pro with Intel Core 2 Duo (P8600) @ 2.4Ghz;13.3"" TFT glossy widescreen display;4Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 320M graphics card w/256MB DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x Secure Digital (SD) slot;1x Mini DisplayPort output port with support for VGA, DVI, or dual-link DVI with adapter;1x FireWire 800 port (up to 800 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1278, MC374;Apple description: MacBook Pro (13-inch Mid 2010) [codename Penryn];Introduced: April 2010;Discontinued: February 2011",$845.00,http://www.applebits.net/images/products/po/c2/poc2mbpu13.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_121&products_id=546&osCsid=srou1n9u6u93fv2pg7p2rj2tb4,
